time,time-dur,lat,lon,dep,strike,dip,rake,Mo(Nm),slip_all,x,y,xinc,yinc,segnum,subnum,parnum,lon1,lat1,lon2,lat2,lon3,lat3,lon4,lat4,up_middle_lon,up_middle_lat,down_middle_lon,down_middle_lat
12.92,8.0,32.923,131.035,1.703,228.543,70.491,155.0,1.217e+17,0.312,-30.273,11.266,4.33,3.61,1.0,1.0,1.0,131.01338757701194,32.914147805419645,131.048083717464,32.93999657379606,131.05661548590342,32.931849628830726,131.0219225246362,32.906000826711136,131.0392664840384,32.91892644474266,131.03073312499063,32.92707340695434
12.481,8.0,32.93,131.025,4.701,229.53,67.963,0.0,0.0,0.0,-30.283,7.526,4.31,3.78,1.0,2.0,17.0,131.00255132840982,32.92225111585792,131.0376106855473,32.94747493381082,131.04745118871014,32.93774622229761,131.01239566874966,32.912522365020024,131.0299209421508,32.92513553539888,131.02007851920294,32.93486426703123
12.212,8.0,32.938,131.013,8.717,230.678,72.418,0.0,0.0,0.0,-30.307,3.68,4.29,3.83,1.0,3.0,33.0,130.99133809848666,32.92977763659257,131.02682712938983,32.95428975914937,131.03466482881984,32.94621971019437,130.9991790209155,32.92170755593379,131.01691947795973,32.93396490462533,131.00908016605368,32.94203496982038
12.137,8.0,32.945,131.003,12.0,231.623,69.292,0.0,0.0,0.0,-30.342,0.0,4.29,3.51,1.0,4.0,49.0,130.98089881780163,32.937377684176234,131.01686544172287,32.96139291105985,131.02510386069613,32.95261958269539,130.98914078874043,32.92860432204005,131.00711989455039,32.94061325768831,130.9988796985399,32.94938660337192
12.218,8.0,32.952,130.993,15.283,233.105,68.959,155.0,2.624e+17,0.45,-30.345,-3.499,4.26,3.52,1.0,5.0,65.0,130.9707261531035,32.94502506830249,131.00716376613312,32.968085553700476,131.01527629158414,32.958972135683304,130.97884241752126,32.93591161659543,130.99705698982913,32.947443214797175,130.9889425938289,32.95655665012107
12.454,8.0,32.959,130.982,18.566,234.788,69.106,155.0,6.768e+17,1.169,-30.339,-6.994,4.23,3.51,1.0,6.0,81.0,130.95965905061905,32.95261341024821,130.99662508572743,32.97460573416224,131.00434320678534,32.96538372957833,130.96738101109008,32.94339137314854,130.9858598204365,32.95438892799882,130.9781397786283,32.96361094932136
12.838,8.0,32.967,130.971,21.849,234.788,69.106,155.0,1.571e+17,0.257,-30.333,-10.49,4.22,3.51,1.0,7.0,97.0,130.9487007257359,32.96063942012925,130.98558269487845,32.982579724592505,130.9933015154731,32.97335773179864,130.95642337818245,32.9514173948925,130.974860168233,32.962388933894815,130.9671394306732,32.97161094338866
11.324,8.0,32.897,131.0,1.703,227.425,69.556,-132.4,6.688e+17,1.698,-25.967,11.279,4.34,3.63,1.0,8.0,113.0,130.97833790564792,32.887970308181416,131.01249820691194,32.9144461956481,131.0216651259698,32.90602717788528,130.98750805609345,32.87955125471722,131.00458405107048,32.89279039655384,130.99541551526102,32.901209432542906
10.822,8.0,32.904,130.99,4.701,229.03,66.933,-127.46,5.351e+17,1.107,-25.986,7.533,4.31,3.81,1.0,9.0,129.0,130.96737773603274,32.89633981047447,131.0021646429439,32.92182077003447,131.01262466075323,32.91165754187933,130.97784172727424,32.88617654083648,130.9952307041236,32.89891826382147,130.98476869834644,32.90908151318793
10.51,8.0,32.913,130.977,8.717,230.93,71.498,156.675,5.947e+17,1.224,-26.017,3.682,4.29,3.85,1.0,10.0,145.0,130.95508308574472,32.905084902798315,130.99068971093294,32.92946527054387,130.998919686464,32.92091241649917,130.9633164851204,32.89653201534688,130.9811156463485,32.90872349520021,130.97288395786313,32.91727636636236
10.422,8.0,32.921,130.967,12.0,232.496,67.756,156.229,6.34e+17,1.288,-26.054,0.0,4.28,3.55,1.0,11.0,161.0,130.94447768383012,32.91405723106668,130.9807796332824,32.93755283224015,130.98952467718817,32.92793997275161,130.95322665224538,32.90444433538913,130.97137326723342,32.91619348260407,130.96262625993296,32.92580636067065
10.522,8.0,32.929,130.956,15.283,233.636,67.288,163.836,1.162e+18,1.972,-26.071,-3.496,4.26,3.56,1.0,12.0,177.0,130.93330518508935,32.9226012843312,130.9699854112195,32.94537616896089,130.97869696547517,32.93539586626276,130.94202085757794,32.91262094520867,130.96035656267415,32.92400976135519,130.95164294814253,32.93399008277792
10.8,8.0,32.937,130.945,18.566,234.643,67.485,159.595,1.233e+18,2.105,-26.079,-6.989,4.24,3.55,1.0,13.0,193.0,130.92230728202892,32.93093519435721,130.95928540994595,32.95305856514769,130.96769476788532,32.94306192300956,130.9307207997204,32.92093851677427,130.94920548290784,32.93200159703549,130.94079404395478,32.94199825741751
11.244,8.0,32.946,130.934,21.849,234.643,67.485,0.0,0.0,0.0,-26.082,-10.482,4.23,3.55,1.0,14.0,209.0,130.91134858334468,32.93996129794541,130.94824323664557,32.96203245913703,130.9566534506936,32.95203583137739,130.91976294918126,32.92996463481964,130.93820590886352,32.94100160422107,130.92979361778848,32.950998250182906
9.774,8.0,32.87,130.966,1.703,228.187,66.959,-144.482,2.758e+18,6.91,-21.672,11.284,4.32,3.7,1.0,15.0,225.0,130.94364162972437,32.861879769935044,130.97804678076142,32.88784994881382,130.9883609420647,32.878117641491976,130.95395954933173,32.852147422148306,130.97115773909323,32.86513372776864,130.96084169743105,32.874866055763206
9.189,8.0,32.879,130.955,4.701,230.168,64.218,-145.666,2.604e+18,5.299,-21.702,7.534,4.29,3.89,1.0,16.0,241.0,130.9316084431424,32.87246756145131,130.966814672236,32.89724529985378,130.978393376782,32.88552968658244,130.94319177876898,32.86075190169888,130.96079012988125,32.8731420446842,130.94920910837618,32.8848576817507
8.82,8.0,32.889,130.942,8.717,232.546,69.327,-163.746,1.456e+18,2.973,-21.741,3.679,4.27,3.9,1.0,17.0,257.0,130.91941383199622,32.8822192098402,130.9556422194184,32.90563337064296,130.96458843142153,32.895777999281194,130.92836405442972,32.87236380152371,130.94647386153724,32.88407222285671,130.93752564315795,32.89392761318957
8.714,8.0,32.898,130.931,12.0,234.516,66.893,-161.751,9.988e+17,2.029,-21.785,0.0,4.26,3.57,1.0,18.0,273.0,130.90811692724833,32.89199334058629,130.94519475097965,32.9142905899564,130.9538850722039,32.90400375428008,130.91681153409525,32.88170646817216,130.9353459814154,32.89285649505538,130.92665351619837,32.90314334964016
8.835,8.0,32.907,130.919,15.283,234.718,66.815,-167.367,1.287e+18,2.182,-21.811,-3.487,4.24,3.57,1.0,19.0,289.0,130.89616308785506,32.90112998416562,130.93316311229452,32.923212626847636,130.941838848192,32.91286712258438,130.90484312625773,32.890784443305435,130.92333869187314,32.90182716101478,130.91466080354843,32.912172684116825
9.165,8.0,32.915,130.908,18.566,234.332,66.884,177.733,1.115e+18,1.894,-21.826,-6.969,4.24,3.57,1.0,20.0,305.0,130.8852207705418,32.90898587283627,130.92204687894196,32.93127823997909,130.93078121474952,32.92101125691117,130.89395935743548,32.89871885309964,130.91236797911935,32.909866420601844,130.90363151659713,32.92013342253536
9.682,8.0,32.924,130.896,21.849,234.332,66.884,0.0,0.0,0.0,-21.833,-10.452,4.25,3.57,1.0,21.0,321.0,130.8731750446694,32.91795958643251,130.91009174415314,32.940304497685815,130.91882695829514,32.93003752947135,130.88191452182053,32.907692581457724,130.90036842115808,32.91886642797794,130.8916310743339,32.92913341510642
8.293,8.0,32.845,130.931,1.703,233.862,65.134,-144.903,3.634e+18,9.113,-17.411,11.255,4.25,3.75,1.0,22.0,337.0,130.90770239752857,32.839440091227445,130.9443682065282,32.862039916314885,130.9542992482331,32.85055702142148,130.9176381603419,32.82795715480305,130.93596638201115,32.83925844068053,130.92603297843263,32.850741356928495
7.599,8.0,32.855,130.919,4.701,234.526,62.249,-143.711,3.484e+18,7.051,-17.449,7.514,4.24,3.96,1.0,23.0,353.0,130.89484041090603,32.85067493492277,130.9317316067025,32.87286221560899,130.9431605100691,32.85932208221196,130.90627491750647,32.83713475344051,130.92471541915015,32.848229786708174,130.91328371262935,32.86176994485086
7.15,8.0,32.867,130.905,8.717,235.327,67.698,-140.722,1.828e+18,3.724,-17.495,3.668,4.23,3.94,1.0,24.0,369.0,130.88187198886757,32.86169315569015,130.91904371867713,32.88339167399941,130.92812965888322,32.87230391387781,130.89096255454217,32.850605357052544,130.9095438443486,32.86145602502909,130.90045559016724,32.87254380499312
7.017,8.0,32.876,130.893,12.0,235.978,67.391,-125.922,1.085e+18,2.228,-17.542,0.0,4.23,3.56,1.0,25.0,385.0,130.8701782050739,32.8704422877159,130.9076432877831,32.891782975238925,130.9158236621016,32.88155476848609,130.87836288146238,32.86021404601389,130.89709102833345,32.87088581861037,130.88890850184478,32.881114043385374
7.163,8.0,32.885,130.882,15.283,234.911,67.974,-139.465,1.015e+18,1.738,-17.569,-3.47,4.24,3.54,1.0,26.0,401.0,130.85938483961831,32.87890744984019,130.89646355794227,32.900884918047375,130.90461724819332,32.891089663377,130.86754260876734,32.869112160696396,130.88607764109614,32.88010229538884,130.87792191028774,32.889897567809676
7.56,8.0,32.893,130.871,18.566,233.287,67.926,-170.209,7.468e+17,1.275,-17.583,-6.935,4.25,3.54,1.0,27.0,417.0,130.84854496795614,32.88635212517249,130.88495947268217,32.9092612270734,130.8934572918592,32.89964507266948,130.85704672093115,32.876735935486394,130.8752496640283,32.88819183966645,130.86674987683804,32.89780801219808
8.173,8.0,32.901,130.86,21.849,233.287,67.926,0.0,0.0,0.0,-17.587,-10.4,4.26,3.54,1.0,28.0,433.0,130.83750011630715,32.894325175117494,130.87400358400762,32.917288151359244,130.88250216185833,32.90767200932286,130.84600263877218,32.88470899771153,130.8642500459812,32.89619184580495,130.85574949470347,32.90580800601514
6.91,8.0,32.825,130.893,1.703,236.356,66.085,-137.538,2.756e+18,6.978,-13.173,11.178,4.24,3.73,1.0,29.0,449.0,130.86967928490932,32.82008287555979,130.90737803188486,32.84126466808111,130.91632222250647,32.82991412289262,130.87862827001155,32.808732291907056,130.89747301008677,32.819324634982316,130.88852642096893,32.83067520001816
6.071,8.0,32.834,130.881,4.701,234.777,63.126,-135.276,2.633e+18,5.374,-13.213,7.466,4.24,3.93,1.0,30.0,465.0,130.85703161256475,32.82951599832091,130.89402881017955,32.851566744683076,130.9049694436493,32.83848102574014,130.86797767241586,32.81643023320788,130.88647127277525,32.82745700562247,130.87552792463512,32.84054274833379
5.501,8.0,32.846,130.867,8.717,232.904,68.376,-124.408,1.287e+18,2.632,-13.261,3.647,4.24,3.93,1.0,31.0,481.0,130.84427257055358,32.83967681113535,130.8804005819262,32.862736539703356,130.88972944561277,32.85232040136689,130.85360565413282,32.82926063435887,130.87166521492864,32.84079183182467,130.86233424009242,32.85120798990005
5.323,8.0,32.855,130.856,12.0,231.346,69.487,-117.598,6.623e+17,1.376,-13.308,0.0,4.24,3.51,1.0,32.0,497.0,130.8342109172321,32.847389044931816,130.86958601111255,32.87126933844401,130.87779170375595,32.86260831117912,130.84242004681613,32.83872798456194,130.8601035067026,32.85066940908974,130.85189609457396,32.85933045332096
5.506,8.0,32.863,130.845,15.283,229.777,70.44,-168.359,6.941e+17,1.201,-13.326,-3.451,4.27,3.48,1.0,33.0,513.0,130.82356565579695,32.854577636175364,130.8584004915587,32.879441127611344,130.86643727412812,32.87141979878199,130.8316055738181,32.84655627541977,130.84901899474033,32.85898926157223,130.8409806434811,32.86701060673653
6.004,8.0,32.87,130.835,18.566,228.2,70.265,162.146,7.69e+17,1.321,-13.331,-6.896,4.29,3.49,1.0,34.0,529.0,130.81371944932334,32.861067893978834,130.84789226179373,32.88685118588601,130.85628360308948,32.87892961892863,130.82211382904646,32.85314629432227,130.83919624417092,32.866039136528194,130.83080338269284,32.87396072018872
6.747,8.0,32.876,130.825,21.849,228.2,70.265,0.0,0.0,0.0,-13.327,-10.341,4.3,3.49,1.0,35.0,545.0,130.8036781966583,32.86703784633839,130.83793297357747,32.89288121432869,130.8463248762043,32.88495965502233,130.81207314569895,32.85911625425357,130.82919652678007,32.87203914031686,130.82080309997286,32.87996071636768
5.682,8.0,32.803,130.856,1.703,230.808,68.673,-131.037,1.204e+18,3.072,-8.889,11.08,4.29,3.66,1.0,36.0,561.0,130.8337610976701,32.795427529641884,130.86926239404664,32.81987221854963,130.8782414437757,32.81056978433906,130.84274384463126,32.78612505906439,130.86049021589352,32.79834869133949,130.85150931643065,32.807651144181264
4.639,8.0,32.811,130.845,4.701,227.846,65.743,-127.39,1.257e+18,2.58,-8.923,7.407,4.31,3.85,1.0,37.0,577.0,130.82227493517357,32.80324417946494,130.8563946759741,32.8293264176837,130.86772735670442,32.81875323031069,130.833611655873,32.792670947982494,130.8506670154661,32.80571326455811,130.83933231344804,32.81628647445632
3.867,8.0,32.821,130.833,8.717,224.368,70.509,-126.864,5.532e+17,1.12,-8.963,3.625,4.34,3.87,1.0,38.0,593.0,130.81186841246907,32.81108202952286,130.84427868224057,32.839057404296064,130.85413473869443,32.830915663274226,130.8217274251595,32.80294025206402,130.83792854300347,32.816929021869115,130.82807100740857,32.82507078143678
3.6,8.0,32.829,130.822,12.0,221.547,70.611,176.179,6.623e+17,1.343,-9.001,0.0,4.37,3.48,1.0,39.0,609.0,130.80190756156898,32.817708146139886,130.8328629254087,32.847198825775216,130.84209599775946,32.84028974954869,130.81114303071922,32.810799037313984,130.82661695705855,32.825545367504084,130.81738268543393,32.83245446028403
3.857,8.0,32.835,130.812,15.283,220.127,71.288,158.916,1.651e+18,2.789,-9.009,-3.436,4.39,3.47,1.0,40.0,625.0,130.79234684666486,32.82310004845637,130.82256670185103,32.85336717279465,130.83165685436106,32.84689793986781,130.8014391905775,32.81663078419886,130.81654545969613,32.83176529221176,130.80745421066456,32.83823454103054
4.53,8.0,32.842,130.803,18.566,219.146,71.257,156.531,1.515e+18,2.558,-9.006,-6.868,4.39,3.47,1.0,41.0,641.0,130.7835821531021,32.829822807169194,130.8131860497557,32.860522242457364,130.8224215598387,32.85417524814691,130.79281976992579,32.82347578167757,130.80761811779232,32.83882640892601,130.7983815535392,32.84517341904052
5.47,8.0,32.848,130.793,21.849,219.146,71.257,0.0,0.0,0.0,-8.997,-10.299,4.39,3.47,1.0,42.0,657.0,130.7735808469801,32.83582281864023,130.80318673580177,32.866522224449135,130.81242286706276,32.86017523623459,130.78281908560712,32.829475799241585,130.797618428489,32.844826411953655,130.78838124274498,32.85117341597375
4.745,8.0,32.776,130.822,1.703,221.023,72.062,-129.619,3.031e+17,0.772,-4.501,10.976,4.39,3.58,1.0,43.0,673.0,130.80218472571178,32.7643294198982,130.83294121850142,32.794194185944285,130.84181896431713,32.78766851347943,130.81106471620618,32.757803716278765,130.82643927248623,32.772737076352335,130.817560403502,32.779262764631135
3.449,8.0,32.782,130.813,4.701,218.479,69.58,-136.647,7.441e+17,1.53,-4.518,7.343,4.42,3.74,1.0,44.0,689.0,130.79287117849344,32.770059479418165,130.82222952801374,32.80125980368288,130.83313229608012,32.793938540532665,130.80377635096724,32.76273817974849,130.8184517623349,32.778339239461815,130.80754779113693,32.78566052111406
2.317,8.0,32.79,130.802,8.717,215.508,73.736,-163.092,5.652e+17,1.131,-4.538,3.599,4.47,3.8,1.0,45.0,705.0,130.78351988788876,32.776380626337655,130.81123656630646,32.8091913419873,130.82048404744037,32.80361764006876,130.7927690976971,32.770806895178005,130.80662402887825,32.78721305566844,130.7973756827056,32.792786772372295
1.823,8.0,32.796,130.793,12.0,213.114,72.214,165.489,1.406e+18,2.788,-4.557,0.0,4.51,3.45,1.0,46.0,721.0,130.77513814829896,32.78156384679095,130.8014430014169,32.815625880023134,130.81086582794404,32.8104345614836,130.78456250324706,32.77637249997504,130.7977116587994,32.79340424442054,130.78828806741788,32.798595577236824
2.279,8.0,32.802,130.785,15.283,211.232,72.312,158.288,2.686e+18,4.434,-4.56,-3.417,4.52,3.45,1.0,47.0,737.0,130.7677058723238,32.78702451343436,130.79272904789136,32.821874863349485,130.80229806013605,32.81697401793167,130.7772762574838,32.782123640701904,130.7897847183813,32.79954947851203,130.7802150190872,32.804450337705774
3.285,8.0,32.808,130.776,18.566,209.52,72.567,156.479,2.151e+18,3.567,-4.557,-6.832,4.51,3.44,1.0,48.0,753.0,130.75935038133994,32.79259492618284,130.78307847948656,32.827982574760675,130.79265346613164,32.82340372877399,130.76892658459187,32.78801605428026,130.7807876749954,32.805710478526315,130.77121207951444,32.81028933757081
4.484,8.0,32.814,130.767,21.849,209.52,72.567,0.0,0.0,0.0,-4.552,-10.245,4.49,3.44,1.0,49.0,769.0,130.75040185788214,32.79867341078732,130.77402631918443,32.833904095851636,130.78360195181367,32.82932525420211,130.7599787020826,32.7940945433344,130.77178799668982,32.81171048070248,130.76221175774708,32.81628933535271
4.358,8.0,32.743,130.794,1.703,213.441,74.45,-154.303,3.262e+17,0.819,0.0,10.895,4.51,3.54,1.0,50.0,785.0,130.7765183426873,32.72838957941963,130.8030371464813,32.76232455207949,130.81148576228196,32.75760884155951,130.7849683553275,32.723673843331305,130.79822454613665,32.740642066646316,130.78977523132986,32.74535779007834
2.916,8.0,32.749,130.786,4.701,211.069,72.537,-146.808,8.533e+17,1.74,0.0,7.289,4.54,3.68,1.0,51.0,801.0,130.76845512425257,32.734036187434505,130.79345621134092,32.769101283386775,130.80354876547736,32.76396232688635,130.77854911380757,32.728897202140246,130.79104649135564,32.746430412359615,130.7809532188873,32.751569383381145
1.429,8.0,32.755,130.777,8.717,208.315,76.303,-155.565,7.46e+17,1.478,0.0,3.573,4.57,3.76,1.0,52.0,817.0,130.76125442385649,32.73876441082498,130.7843860834852,32.77504221987525,130.79274959485414,32.77123434015632,130.76961891954983,32.73495650903029,130.78118191300592,32.75309598451602,130.77281790903305,32.75690387535192
0.0,8.0,32.761,130.769,12.0,206.087,75.597,168.021,1.335e+18,2.643,0.0,0.0,4.6,3.39,1.0,53.0,833.0,130.75416748707846,32.74404462154556,130.77575475136814,32.78129779409046,130.78383645298493,32.777954272522194,130.76224999546827,32.74070108007058,130.77304097717376,32.759328168827125,130.76495887179868,32.762671700409484
1.355,8.0,32.766,130.762,15.283,204.529,75.855,158.917,2.521e+18,4.155,0.0,-3.388,4.61,3.39,1.0,54.0,849.0,130.74776735804738,32.7486414514267,130.76819329268903,32.78645877177624,130.77623646634106,32.783357538925564,130.75581123988982,32.74554019983073,130.76602169431848,32.76444931412796,130.75797816623998,32.76755055640189
2.709,8.0,32.771,130.755,18.566,203.19,75.891,156.692,1.995e+18,3.293,0.0,-6.773,4.6,3.39,1.0,55.0,865.0,130.74128162937618,32.75340298455162,130.7606150648684,32.79153033237171,130.7687220417271,32.78859608900126,130.74938924057597,32.750468723298425,130.75905358066188,32.76953280807504,130.7509462863335,32.77246706042992
4.063,8.0,32.776,130.748,21.849,203.19,75.891,0.0,0.0,0.0,0.0,-10.158,4.59,3.39,1.0,56.0,881.0,130.73430186946132,32.758444443011996,130.75359435452614,32.79648887488653,130.76170178533633,32.7935546338424,130.74240993339018,32.755510184122585,130.75205380731495,32.77453280923514,130.7439460596475,32.77746705924479
4.7,8.0,32.708,130.769,1.703,210.967,78.046,-170.27,3.592e+17,0.905,4.579,10.821,4.56,3.48,1.0,57.0,897.0,130.75319378830605,32.69204270831593,130.77821906649731,32.727300232479536,130.78481054305985,32.723955916079824,130.75978619844565,32.688698373087405,130.77229591039932,32.70632779351961,130.765703966641,32.70967211941473
3.432,8.0,32.713,130.763,4.701,208.611,76.488,-149.337,6.027e+17,1.238,4.593,7.246,4.59,3.61,1.0,58.0,913.0,130.74733111117595,32.69665295312208,130.77077544362598,32.73298786654868,130.77867300404023,32.72934578418296,130.75522962424256,32.693010849622816,130.76694893834923,32.71117889105312,130.75905090118056,32.71482098406329
2.329,8.0,32.718,130.756,8.717,205.871,79.44,-139.348,5.55e+17,1.101,4.608,3.558,4.62,3.71,1.0,59.0,929.0,130.74198758681382,32.70059496800626,130.7634912050763,32.738079165215076,130.77001649220426,32.73540397685505,130.74851351588805,32.69791976363093,130.75926275549654,32.716662359200136,130.75273714709775,32.71933755561606
1.848,8.0,32.722,130.75,12.0,203.653,76.618,-166.791,6.611e+17,1.303,4.62,0.0,4.64,3.37,1.0,60.0,945.0,130.73626259099197,32.704247934969175,130.75612047755368,32.7425727341966,130.76374122331143,32.73975111269391,130.74388396211114,32.70142629619461,130.75381046936627,32.7205891268492,130.7461894106313,32.72341075703145
2.289,8.0,32.727,130.744,15.283,203.874,75.988,171.368,1.44e+18,2.368,4.617,-3.383,4.62,3.38,1.0,61.0,961.0,130.73003667179378,32.709445437216516,130.74998407318475,32.747540261480744,130.7579671039375,32.74455359310882,130.7380203675988,32.706458750670656,130.74799161525314,32.72550659752735,130.74000825166084,32.72849327503281
3.275,8.0,32.732,130.737,18.566,204.901,75.921,165.985,1.248e+18,2.065,4.609,-6.768,4.59,3.38,1.0,62.0,977.0,130.72271473931679,32.71478978363705,130.74333314837165,32.75233088841701,130.7512890838281,32.749209195107404,130.73067139341273,32.71166807160648,130.74097807822608,32.730439085327795,130.73302178311613,32.73356078804975
4.459,8.0,32.738,130.73,21.849,204.901,75.921,0.0,0.0,0.0,4.599,-10.153,4.56,3.38,1.0,63.0,993.0,130.71578113940117,32.720912489139195,130.73626616011992,32.758208191475866,130.7442226309108,32.755086501097495,130.7237383243465,32.71779078016047,130.73397834474932,32.73643908680942,130.72602151655173,32.73956078653918
5.662,8.0,32.673,130.744,1.703,209.687,80.56,158.517,3.267e+17,0.826,9.176,10.777,4.59,3.45,1.0,64.0,1009.0,130.72926375738123,32.656284597855716,130.75350010569608,32.69224115397123,130.75874068165768,32.68971413261461,130.7345050156136,32.65375756199783,130.74662042181586,32.67173645817935,130.74137950441533,32.67426348684411
4.678,8.0,32.676,130.739,4.701,208.983,79.211,-166.292,3.795e+17,0.788,9.198,7.223,4.59,3.57,1.0,65.0,1025.0,130.7240294861974,32.659356487553055,130.74774249730166,32.695562171501514,130.75397480929686,32.69264227056665,130.73026256960165,32.65643656974549,130.7421162983328,32.674540006414475,130.73588360028748,32.67745991584937
3.953,8.0,32.681,130.734,8.717,208.147,81.496,-137.372,4.819e+17,0.967,9.22,3.555,4.59,3.69,1.0,66.0,1041.0,130.71989372831797,32.663912782515894,130.74298081743825,32.70040719774517,130.7481106011505,32.69808605643777,130.72502410918338,32.66159162768767,130.7365650081061,32.67983939961538,130.73143492554763,32.682160547731236
3.696,8.0,32.684,130.73,12.0,207.466,74.651,-122.09,5.874e+17,1.159,9.239,0.0,4.6,3.4,1.0,67.0,1057.0,130.71443363988098,32.667468917261495,130.73705631988685,32.70427280045673,130.74557035016838,32.70052987491874,130.72294861382562,32.66372596973475,130.73425716247792,32.68212845918833,130.7257426599351,32.685871395795154
3.932,8.0,32.69,130.722,15.283,208.349,72.689,-142.628,7.905e+17,1.292,9.225,-3.396,4.57,3.44,1.0,68.0,1073.0,130.7056289966125,32.67405745569182,130.7287694081843,32.710324034480536,130.73837488089183,32.7059412528026,130.71523559984826,32.66967464863958,130.72680290191053,32.687808510445,130.71719686343158,32.6921913049012
4.577,8.0,32.696,130.714,18.566,209.753,72.618,-157.747,6.422e+17,1.055,9.204,-6.799,4.55,3.44,1.0,69.0,1089.0,130.69720497645378,32.680488842014185,130.72128509385936,32.71610848419148,130.7307989439233,32.71150978358449,130.70672006119653,32.675890115255235,130.71875711200994,32.6937005524772,130.70924264406247,32.69829926626346
5.49,8.0,32.703,130.706,21.849,209.753,72.618,0.0,0.0,0.0,9.182,-10.203,4.53,3.44,1.0,70.0,1105.0,130.68925657240692,32.68756714929939,130.71323271479017,32.72303018198833,130.7227473100844,32.71843148646406,130.69877239737872,32.68296842773523,130.71075748333018,32.700700555022884,130.70124227265765,32.70529926366948
6.988,8.0,32.637,130.72,1.703,208.834,79.919,0.0,0.0,0.0,13.762,10.761,4.6,3.46,1.0,71.0,1121.0,130.7053539096957,32.62014782031778,130.7289966271612,32.65648475566379,130.7346504396211,32.653850957776314,130.71100841487595,32.61751400716532,130.72282703814915,32.63568306524566,130.71717287901757,32.638316870822756
6.223,8.0,32.64,130.715,4.701,209.343,78.463,0.0,0.0,0.0,13.782,7.216,4.58,3.58,1.0,72.0,1137.0,130.6997165983979,32.62358101603939,130.72363631421024,32.65958157893861,130.73028765382122,32.65641771362418,130.70636877998743,32.62041713255666,130.71832582195086,32.63841801851459,130.7116740609755,32.64158189298333
5.702,8.0,32.645,130.71,8.717,209.934,80.868,0.0,0.0,0.0,13.804,3.555,4.57,3.7,1.0,73.0,1153.0,130.69513776981887,32.62846464547468,130.71944319958072,32.66417637197209,130.72486662253272,32.66153407595766,130.70056190742633,32.62582233440754,130.71271185042818,32.643678818769736,130.70728806983263,32.64632112237098
5.53,8.0,32.649,130.705,12.0,210.41,73.932,0.0,0.0,0.0,13.825,0.0,4.58,3.42,1.0,74.0,1169.0,130.6882964960885,32.63335087923189,130.71300703871964,32.668968279481305,130.7217075982496,32.66464771495636,130.69699824384045,32.62903029015684,130.70935047247974,32.64683963578854,130.70064931831507,32.651160212690655
5.686,8.0,32.655,130.697,15.283,210.851,72.005,0.0,0.0,0.0,13.801,-3.406,4.56,3.45,1.0,75.0,1185.0,130.67966249784973,32.63981321607526,130.7045887855904,32.67511379667383,130.714341448399,32.67018532025974,130.68941652821084,32.63488471190324,130.7018765398109,32.65253565957749,130.69212319262866,32.65746414998899
6.147,8.0,32.661,130.689,18.566,211.282,71.982,0.0,0.0,0.0,13.77,-6.821,4.55,3.45,1.0,76.0,1201.0,130.67154846196007,32.6459656037634,130.69673429032716,32.68102947328876,130.70645548352476,32.67603290848236,130.68127105636273,32.64096901100158,130.69386081198175,32.658501615917395,130.68413891757365,32.663498194824015
6.854,8.0,32.668,130.68,21.849,211.282,71.982,0.0,0.0,0.0,13.741,-10.237,4.54,3.45,1.0,77.0,1217.0,130.66257477010762,32.653004154923096,130.68770720429717,32.687990921918846,130.6974291566899,32.68299436266398,130.67229812111032,32.648007567771145,130.68486119088243,32.665501618682775,130.67513853857923,32.670498192008175
